Geography,SUPPRESSION_FLAG,HOUSEHOLDS,PERSONS
J 22 16,SUPPRESS,5,0
J 22 25,SUPPRESS,6,0
J 22 26,RELEASE,18,59
J 22 27,RELEASE,23,93
J 22 28,RELEASE,14,38
J 22 29,RELEASE,36,101
J 22 30,RELEASE,11,40
J 22 31,SUPPRESS,9,0
J 22 32,SUPPRESS,8,0
J 22 33,RELEASE,16,31
J 22 34,RELEASE,13,43
J 22 35,RELEASE,11,36
J 22 36,SUPPRESS,10,0
J 22 37,RELEASE,15,40
J 22 38,RELEASE,14,34
J 22 39,RELEASE,13,38
J 22 40,RELEASE,11,34
J 22 41,RELEASE,12,43
J 22 42,RELEASE,18,52
J 22 43,RELEASE,15,41
J 22 44,SUPPRESS,8,0
J 22 45,RELEASE,24,73
J 22 46,RELEASE,20,59
J 22 47,RELEASE,18,49
J 22 48,RELEASE,58,174
J 22 49,SUPPRESS,6,0
J 22 50,RELEASE,21,65
J 22 51,RELEASE,21,65
J 22 52,RELEASE,15,54
J 22 53,RELEASE,26,80
J 22 54,RELEASE,26,70
J 22 55,RELEASE,12,35
J 22 56,RELEASE,21,51
J 22 57,SUPPRESS,9,0
J 22 58,SUPPRESS,11,0
J 22 59,RELEASE,16,78
J 22 60,RELEASE,98,281
J 22 61,SUPPRESS,6,0
J 22 62,RELEASE,195,483
J 22 63,RELEASE,41,111
J 22 64,RELEASE,21,53
J 22 65,RELEASE,15,51
J 22 66,RELEASE,41,101
J 22 67,RELEASE,22,70
J 22 68,RELEASE,10,36
J 22 69,SUPPRESS,3,0
J 22 71,RELEASE,22,55
J 22 72,RELEASE,13,35
J 22 73,SUPPRESS,9,0
J 22 74,SUPPRESS,6,0
J 22 75,SUPPRESS,6,0
J 22 76,SUPPRESS,1,0
J 22 77,RELEASE,14,33
J 22 78,RELEASE,17,54
J 22 79,RELEASE,27,83
J 22 80,RELEASE,13,33
J 22 81,RELEASE,30,74
J 22 82,SUPPRESS,7,0
J 22 83,RELEASE,20,62
J 22 84,RELEASE,15,46
J 22 85,RELEASE,356,752
J 22 86,SUPPRESS,0,0
J 22 87,RELEASE,267,640
J 22 88,RELEASE,19,55
J 22 89,RELEASE,32,91
J 22 90,SUPPRESS,4,0
J 22 91,RELEASE,13,37
J 22 92,RELEASE,13,37
J 22 93,SUPPRESS,9,0
J 22 94,RELEASE,11,36
J 22 95,SUPPRESS,10,0
J 22 98,SUPPRESS,8,0
J 22 99,RELEASE,22,58
J 23 14,RELEASE,10,35
J 23 15,RELEASE,23,56
J 23 27,SUPPRESS,7,0
J 23 28,RELEASE,12,44
J 23 29,RELEASE,21,70
J 23 30,RELEASE,19,69
J 23 31,RELEASE,15,50
J 23 32,SUPPRESS,6,0
J 23 33,SUPPRESS,9,0
J 23 34,SUPPRESS,10,0
J 23 35,SUPPRESS,5,0
J 23 36,SUPPRESS,10,0
J 23 37,SUPPRESS,7,0
J 23 38,RELEASE,14,42
J 23 39,RELEASE,19,56
J 23 40,SUPPRESS,7,0
J 23 41,RELEASE,16,60
J 23 42,RELEASE,10,34
J 23 43,RELEASE,14,45
J 23 44,RELEASE,12,41
J 23 45,RELEASE,15,51
J 23 46,SUPPRESS,10,0
J 23 47,SUPPRESS,10,0
J 23 48,RELEASE,59,156
J 23 49,RELEASE,11,31
J 23 50,RELEASE,26,73
J 23 51,RELEASE,35,104
J 23 52,RELEASE,12,37
J 23 53,RELEASE,28,79
J 23 54,SUPPRESS,10,0
J 23 55,RELEASE,23,63
J 23 56,SUPPRESS,8,0
J 23 57,RELEASE,29,61
J 23 58,RELEASE,128,354
J 23 59,RELEASE,38,104
J 23 60,RELEASE,450,948
J 23 61,RELEASE,122,267
J 23 62,RELEASE,38,98
J 23 63,RELEASE,41,114
J 23 64,RELEASE,559,1502
J 23 65,RELEASE,244,583
J 23 66,RELEASE,117,308
J 23 67,RELEASE,23,58
J 23 68,RELEASE,35,79
J 23 69,RELEASE,17,46
J 23 70,SUPPRESS,6,0
J 23 71,SUPPRESS,10,0
J 23 72,RELEASE,11,45
J 23 73,SUPPRESS,10,0
J 23 74,SUPPRESS,4,0
J 23 75,SUPPRESS,9,0
J 23 76,RELEASE,10,30
J 23 77,RELEASE,11,31
J 23 78,RELEASE,14,43
J 23 79,RELEASE,27,91
J 23 80,RELEASE,18,47
J 23 81,RELEASE,12,36
J 23 82,SUPPRESS,8,0
J 23 83,RELEASE,19,59
J 23 84,RELEASE,114,315
J 23 85,RELEASE,244,556
J 23 86,RELEASE,37,63
J 23 87,SUPPRESS,6,0
J 23 88,RELEASE,23,54
J 23 89,RELEASE,47,116
J 23 90,RELEASE,34,103
J 23 91,RELEASE,22,76
J 23 92,RELEASE,23,61
J 23 93,SUPPRESS,8,0
J 23 94,SUPPRESS,1,0
J 23 95,SUPPRESS,1,0
J 23 96,SUPPRESS,4,0
J 23 97,SUPPRESS,1,0
J 23 98,SUPPRESS,3,0
J 23 99,SUPPRESS,8,0
J 24 11,RELEASE,24,56
J 24 12,SUPPRESS,1,0
J 24 14,RELEASE,20,65
J 24 15,RELEASE,39,118
J 24 16,RELEASE,13,54
J 24 28,SUPPRESS,7,0
J 24 29,RELEASE,13,40
J 24 30,RELEASE,13,52
J 24 31,SUPPRESS,9,0
J 24 32,RELEASE,13,52
J 24 33,SUPPRESS,9,0
J 24 34,SUPPRESS,2,0
J 24 35,RELEASE,10,30
J 24 36,RELEASE,19,57
J 24 37,SUPPRESS,4,0
J 24 38,SUPPRESS,10,0
J 24 39,RELEASE,116,278
J 24 40,RELEASE,27,78
J 24 41,RELEASE,26,78
J 24 42,SUPPRESS,8,0
J 24 43,SUPPRESS,5,0
J 24 44,RELEASE,17,47
J 24 45,RELEASE,12,37
J 24 46,RELEASE,21,55
J 24 47,RELEASE,19,61
J 24 48,RELEASE,20,52
J 24 49,RELEASE,72,201
J 24 50,RELEASE,49,167
J 24 51,RELEASE,10,31
J 24 52,RELEASE,13,36
J 24 53,RELEASE,19,57
J 24 54,SUPPRESS,11,0
J 24 55,RELEASE,12,35
J 24 56,SUPPRESS,12,0
J 24 57,SUPPRESS,2,0
J 24 58,RELEASE,333,565
J 24 59,RELEASE,415,892
J 24 60,RELEASE,84,212
J 24 61,RELEASE,16,40
J 24 62,SUPPRESS,7,0
J 24 63,RELEASE,483,1268
J 24 64,RELEASE,1153,2874
J 24 65,RELEASE,1948,4835
J 24 66,RELEASE,1278,3198
J 24 67,RELEASE,30,71
J 24 68,RELEASE,50,127
J 24 71,SUPPRESS,5,0
J 24 72,SUPPRESS,6,0
J 24 73,SUPPRESS,2,0
J 24 74,SUPPRESS,10,0
J 24 75,SUPPRESS,4,0
J 24 76,SUPPRESS,6,0
J 24 77,SUPPRESS,3,0
J 24 78,SUPPRESS,9,0
J 24 79,RELEASE,30,88
J 24 80,SUPPRESS,4,0
J 24 81,SUPPRESS,9,0
J 24 82,RELEASE,13,43
J 24 83,SUPPRESS,7,0
J 24 84,SUPPRESS,9,0
J 24 85,RELEASE,10,33
J 24 86,SUPPRESS,6,0
J 24 87,RELEASE,23,60
J 24 88,RELEASE,13,32
J 24 89,RELEASE,14,33
J 24 90,SUPPRESS,12,0
J 24 91,RELEASE,27,70
J 24 92,SUPPRESS,8,0
J 24 93,SUPPRESS,3,0
J 24 94,SUPPRESS,4,0
J 24 95,SUPPRESS,4,0
J 24 96,SUPPRESS,6,0
J 24 97,SUPPRESS,5,0
J 24 98,SUPPRESS,1,0
J 24 99,RELEASE,13,42
J 25 10,SUPPRESS,7,0
J 25 11,RELEASE,17,38
J 25 13,SUPPRESS,13,0
J 25 14,RELEASE,21,59
J 25 15,RELEASE,20,57
J 25 16,RELEASE,16,43
J 25 17,RELEASE,15,58
J 25 29,SUPPRESS,1,0
J 25 30,SUPPRESS,9,0
J 25 31,RELEASE,12,35
J 25 32,RELEASE,12,46
J 25 33,RELEASE,36,115
J 25 34,RELEASE,14,44
J 25 35,SUPPRESS,7,0
J 25 36,RELEASE,14,40
J 25 37,SUPPRESS,8,0
J 25 38,RELEASE,16,39
J 25 39,RELEASE,21,53
J 25 40,SUPPRESS,9,0
J 25 41,RELEASE,11,33
J 25 42,SUPPRESS,8,0
J 25 43,SUPPRESS,8,0
J 25 44,SUPPRESS,10,0
J 25 45,RELEASE,19,56
J 25 46,RELEASE,29,84
J 25 47,RELEASE,24,69
J 25 48,RELEASE,10,31
J 25 49,RELEASE,250,643
J 25 50,RELEASE,121,325
J 25 51,RELEASE,24,65
J 25 52,RELEASE,12,41
J 25 53,RELEASE,13,34
J 25 54,RELEASE,11,33
J 25 55,RELEASE,19,55
J 25 56,RELEASE,13,43
J 25 57,SUPPRESS,0,0
J 25 58,RELEASE,148,340
J 25 59,RELEASE,393,1011
J 25 60,RELEASE,17,43
J 25 61,RELEASE,56,112
J 25 62,RELEASE,276,724
J 25 63,RELEASE,1506,3403
J 25 64,RELEASE,1813,4125
J 25 65,RELEASE,1458,3708
J 25 66,RELEASE,802,2332
J 25 67,SUPPRESS,10,0
J 25 68,RELEASE,11,38
J 25 69,RELEASE,115,382
J 25 70,RELEASE,11,32
J 25 71,SUPPRESS,1,0
J 25 72,SUPPRESS,5,0
J 25 73,RELEASE,18,48
J 25 74,SUPPRESS,3,0
J 25 75,SUPPRESS,3,0
J 25 76,SUPPRESS,6,0
J 25 77,SUPPRESS,5,0
J 25 78,RELEASE,12,36
J 25 79,SUPPRESS,8,0
J 25 80,SUPPRESS,7,0
J 25 81,SUPPRESS,5,0
J 25 82,SUPPRESS,8,0
J 25 83,RELEASE,18,50
J 25 84,RELEASE,17,45
J 25 85,SUPPRESS,7,0
J 25 86,SUPPRESS,6,0
J 25 87,RELEASE,11,36
J 25 88,SUPPRESS,12,0
J 25 89,RELEASE,207,513
J 25 90,RELEASE,113,233
J 25 91,RELEASE,274,712
J 25 92,RELEASE,273,680
J 25 93,RELEASE,28,50
J 25 94,SUPPRESS,5,0
J 25 95,RELEASE,26,85
J 25 96,RELEASE,12,42
J 25 97,SUPPRESS,9,0
J 25 98,SUPPRESS,4,0
J 25 99,SUPPRESS,8,0
J 26 10,RELEASE,14,58
J 26 11,RELEASE,13,30
J 26 12,RELEASE,20,65
J 26 13,RELEASE,23,76
J 26 14,RELEASE,19,74
J 26 15,RELEASE,12,37
J 26 16,RELEASE,14,46
J 26 17,RELEASE,18,63
J 26 18,RELEASE,14,38
J 26 19,SUPPRESS,9,0
J 26 30,SUPPRESS,4,0
J 26 31,SUPPRESS,4,0
J 26 32,RELEASE,17,54
J 26 33,RELEASE,13,38
J 26 34,RELEASE,28,107
J 26 35,RELEASE,11,44
J 26 36,RELEASE,13,40
J 26 37,SUPPRESS,3,0
J 26 38,RELEASE,20,59
J 26 39,RELEASE,14,44
J 26 40,RELEASE,14,40
J 26 41,SUPPRESS,6,0
J 26 42,SUPPRESS,7,0
J 26 43,SUPPRESS,12,0
J 26 44,SUPPRESS,10,0
J 26 45,RELEASE,10,33
J 26 46,RELEASE,14,45
J 26 47,SUPPRESS,9,0
J 26 48,RELEASE,23,69
J 26 49,RELEASE,50,141
J 26 50,RELEASE,10,30
J 26 51,RELEASE,20,64
J 26 52,RELEASE,13,40
J 26 53,RELEASE,24,67
J 26 54,RELEASE,43,121
J 26 55,RELEASE,38,90
J 26 56,RELEASE,18,56
J 26 57,RELEASE,14,37
J 26 58,RELEASE,20,44
J 26 59,RELEASE,20,58
J 26 60,RELEASE,213,522
J 26 61,RELEASE,53,142
J 26 62,RELEASE,240,537
J 26 63,RELEASE,1011,2269
J 26 64,RELEASE,820,1712
J 26 65,RELEASE,730,2162
J 26 66,RELEASE,1063,2781
J 26 67,RELEASE,591,1490
J 26 68,RELEASE,502,1491
J 26 69,RELEASE,996,2923
J 26 70,RELEASE,19,54
J 26 71,SUPPRESS,5,0
J 26 72,SUPPRESS,16,0
J 26 73,RELEASE,24,69
J 26 74,SUPPRESS,4,0
J 26 75,SUPPRESS,1,0
J 26 76,SUPPRESS,3,0
J 26 77,SUPPRESS,8,0
J 26 78,SUPPRESS,8,0
J 26 79,SUPPRESS,7,0
J 26 80,SUPPRESS,4,0
J 26 81,SUPPRESS,3,0
J 26 82,SUPPRESS,9,0
J 26 83,RELEASE,75,195
J 26 84,RELEASE,64,184
J 26 85,RELEASE,31,84
J 26 86,RELEASE,18,44
J 26 88,RELEASE,14,40
J 26 89,RELEASE,352,760
J 26 90,RELEASE,29,63
J 26 91,RELEASE,16,42
J 26 92,SUPPRESS,8,0
J 26 93,RELEASE,16,39
J 26 94,RELEASE,13,35
J 26 95,RELEASE,16,37
J 26 96,RELEASE,17,51
J 26 97,SUPPRESS,6,0
J 26 98,RELEASE,17,41
J 26 99,RELEASE,12,33
J 27 10,RELEASE,31,91
J 27 11,RELEASE,36,95
J 27 12,RELEASE,11,36
J 27 13,RELEASE,19,65
J 27 14,RELEASE,20,74
J 27 15,SUPPRESS,7,0
J 27 16,SUPPRESS,3,0
J 27 17,SUPPRESS,1,0
J 27 18,RELEASE,16,50
J 27 19,RELEASE,68,179
J 27 20,RELEASE,12,52
J 27 21,RELEASE,10,33
J 27 22,SUPPRESS,1,0
J 27 23,SUPPRESS,1,0
J 27 30,SUPPRESS,11,0
J 27 31,SUPPRESS,8,0
J 27 32,SUPPRESS,9,0
J 27 33,RELEASE,28,78
J 27 34,SUPPRESS,10,0
J 27 35,SUPPRESS,9,0
J 27 36,SUPPRESS,9,0
J 27 37,SUPPRESS,9,0
J 27 38,RELEASE,14,36
J 27 39,RELEASE,21,65
J 27 40,SUPPRESS,9,0
J 27 41,SUPPRESS,6,0
J 27 42,SUPPRESS,7,0
J 27 43,SUPPRESS,2,0
J 27 44,RELEASE,12,40
J 27 45,SUPPRESS,7,0
J 27 46,RELEASE,32,86
J 27 47,RELEASE,14,48
J 27 48,RELEASE,19,53
J 27 49,RELEASE,16,38
J 27 50,RELEASE,23,46
J 27 51,SUPPRESS,8,0
J 27 52,RELEASE,20,41
J 27 53,SUPPRESS,11,0
J 27 54,RELEASE,15,37
J 27 55,RELEASE,16,45
J 27 56,RELEASE,16,52
J 27 57,RELEASE,15,46
J 27 58,RELEASE,22,54
J 27 59,RELEASE,22,67
J 27 60,RELEASE,18,51
J 27 61,RELEASE,20,61
J 27 62,RELEASE,39,96
J 27 63,RELEASE,929,1974
J 27 64,RELEASE,1731,3745
J 27 65,RELEASE,1313,2931
J 27 66,RELEASE,1106,2530
J 27 67,RELEASE,580,1561
J 27 68,RELEASE,1383,3774
J 27 69,RELEASE,1888,5147
J 27 70,RELEASE,1106,2947
J 27 71,RELEASE,613,1768
J 27 72,RELEASE,97,259
J 27 73,SUPPRESS,2,0
J 27 78,RELEASE,11,40
J 27 81,SUPPRESS,7,0
J 27 82,SUPPRESS,9,0
J 27 83,RELEASE,63,144
J 27 84,RELEASE,24,63
J 27 85,RELEASE,16,37
J 27 86,SUPPRESS,7,0
J 27 87,SUPPRESS,9,0
J 27 88,SUPPRESS,6,0
J 27 89,RELEASE,85,205
J 27 90,RELEASE,466,1296
J 27 91,RELEASE,247,674
J 27 92,RELEASE,25,69
J 27 93,RELEASE,26,59
J 27 94,SUPPRESS,10,0
J 27 95,RELEASE,12,37
J 27 96,RELEASE,21,64
J 27 97,SUPPRESS,3,0
J 27 98,SUPPRESS,6,0
J 27 99,SUPPRESS,10,0
J 28 11,SUPPRESS,3,0
J 28 12,RELEASE,82,240
J 28 13,RELEASE,47,136
J 28 14,RELEASE,23,157
J 28 15,RELEASE,32,70
J 28 16,RELEASE,23,65
J 28 17,RELEASE,16,47
J 28 18,RELEASE,15,53
J 28 19,RELEASE,32,105
J 28 20,SUPPRESS,11,0
J 28 21,SUPPRESS,5,0
J 28 22,SUPPRESS,1,0
J 28 30,SUPPRESS,2,0
J 28 31,RELEASE,17,68
J 28 32,RELEASE,14,47
J 28 33,RELEASE,195,583
J 28 34,SUPPRESS,10,0
J 28 35,RELEASE,12,37
J 28 36,SUPPRESS,8,0
J 28 37,RELEASE,12,49
J 28 38,RELEASE,24,76
J 28 39,RELEASE,15,38
J 28 40,SUPPRESS,4,0
J 28 41,SUPPRESS,5,0
J 28 42,SUPPRESS,7,0
J 28 43,SUPPRESS,4,0
J 28 45,SUPPRESS,9,0
J 28 46,SUPPRESS,3,0
J 28 47,RELEASE,28,62
J 28 48,RELEASE,17,54
J 28 49,RELEASE,339,871
J 28 50,RELEASE,27,73
J 28 51,RELEASE,13,34
J 28 52,SUPPRESS,8,0
J 28 53,SUPPRESS,11,0
J 28 54,RELEASE,26,66
J 28 55,RELEASE,17,52
J 28 56,RELEASE,21,61
J 28 57,SUPPRESS,4,0
J 28 58,RELEASE,28,82
J 28 59,SUPPRESS,8,0
J 28 60,RELEASE,60,164
J 28 61,RELEASE,54,127
J 28 62,RELEASE,16,43
J 28 63,RELEASE,453,1180
J 28 64,RELEASE,100,253
J 28 65,RELEASE,95,223
J 28 66,RELEASE,103,193
J 28 67,RELEASE,1579,3413
J 28 68,RELEASE,1009,2135
J 28 69,RELEASE,926,2204
J 28 70,RELEASE,1788,4516
J 28 71,RELEASE,2132,5230
J 28 72,SUPPRESS,9,0
J 28 78,SUPPRESS,6,0
J 28 80,SUPPRESS,5,0
J 28 81,SUPPRESS,13,0
J 28 82,RELEASE,266,748
J 28 83,RELEASE,224,504
J 28 84,RELEASE,17,40
J 28 85,SUPPRESS,12,0
J 28 86,RELEASE,28,68
J 28 87,RELEASE,329,872
J 28 88,SUPPRESS,5,0
J 28 89,RELEASE,22,61
J 28 90,RELEASE,898,1992
J 28 91,RELEASE,1365,2862
J 28 92,RELEASE,623,1687
J 28 93,RELEASE,50,120
J 28 94,SUPPRESS,10,0
J 28 95,RELEASE,14,31
J 28 96,SUPPRESS,9,0
J 28 97,SUPPRESS,1,0
J 28 98,SUPPRESS,3,0
J 28 99,SUPPRESS,6,0
J 29 12,RELEASE,36,108
J 29 13,RELEASE,42,106
J 29 14,RELEASE,618,1573
J 29 15,RELEASE,11,35
J 29 16,RELEASE,33,107
J 29 17,RELEASE,35,117
J 29 18,RELEASE,28,90
J 29 19,RELEASE,17,58
J 29 20,RELEASE,11,36
J 29 30,SUPPRESS,6,0
J 29 31,SUPPRESS,6,0
J 29 32,RELEASE,20,71
J 29 33,RELEASE,20,67
J 29 34,SUPPRESS,6,0
J 29 36,SUPPRESS,8,0
J 29 37,RELEASE,21,62
J 29 38,RELEASE,16,50
J 29 39,SUPPRESS,11,0
J 29 40,RELEASE,11,32
J 29 41,SUPPRESS,9,0
J 29 42,SUPPRESS,8,0
J 29 43,SUPPRESS,9,0
J 29 44,SUPPRESS,1,0
J 29 45,SUPPRESS,6,0
J 29 46,SUPPRESS,5,0
J 29 47,RELEASE,22,79
J 29 48,RELEASE,12,34
J 29 49,RELEASE,128,301
J 29 50,RELEASE,16,36
J 29 51,RELEASE,17,50
J 29 52,RELEASE,18,50
J 29 53,RELEASE,22,67
J 29 54,RELEASE,135,401
J 29 55,RELEASE,163,396
J 29 56,RELEASE,225,543
J 29 57,RELEASE,18,50
J 29 58,RELEASE,18,47
J 29 59,RELEASE,12,37
J 29 60,RELEASE,35,92
J 29 61,RELEASE,15,44
J 29 62,RELEASE,32,73
J 29 63,RELEASE,17,47
J 29 64,RELEASE,73,179
J 29 65,RELEASE,11,30
J 29 66,RELEASE,247,540
J 29 67,RELEASE,346,724
J 29 68,RELEASE,1016,2216
J 29 69,RELEASE,843,2405
J 29 70,RELEASE,1892,4667
J 29 71,RELEASE,2249,5332
J 29 72,RELEASE,951,2407
J 29 73,RELEASE,703,1784
J 29 74,SUPPRESS,4,0
J 29 75,SUPPRESS,3,0
J 29 76,RELEASE,36,86
J 29 77,RELEASE,581,1582
J 29 78,RELEASE,29,70
J 29 79,SUPPRESS,1,0
J 29 80,SUPPRESS,1,0
J 29 81,RELEASE,339,979
J 29 82,RELEASE,465,1355
J 29 83,SUPPRESS,286,0
J 29 84,RELEASE,39,124
J 29 85,RELEASE,22,54
J 29 86,RELEASE,57,176
J 29 87,RELEASE,19,51
J 29 88,RELEASE,10,31
J 29 89,RELEASE,51,134
J 29 90,RELEASE,164,370
J 29 91,RELEASE,830,1930
J 29 92,RELEASE,20,87
J 29 93,RELEASE,42,97
J 29 94,SUPPRESS,10,0
J 29 95,RELEASE,16,44
J 29 96,RELEASE,12,37
J 30 12,SUPPRESS,4,0
J 30 13,RELEASE,381,931
J 30 14,RELEASE,947,2205
J 30 15,RELEASE,122,329
J 30 16,RELEASE,22,77
J 30 17,RELEASE,19,56
J 30 18,RELEASE,27,88
J 30 19,RELEASE,26,90
J 30 20,RELEASE,16,45
J 30 30,RELEASE,11,32
J 30 31,RELEASE,16,38
J 30 32,RELEASE,23,75
J 30 33,SUPPRESS,9,0
J 30 34,SUPPRESS,7,0
J 30 35,RELEASE,10,33
J 30 36,RELEASE,24,75
J 30 37,SUPPRESS,8,0
J 30 38,RELEASE,28,83
J 30 39,RELEASE,66,184
J 30 40,RELEASE,10,35
J 30 41,RELEASE,12,33
J 30 42,SUPPRESS,9,0
J 30 43,SUPPRESS,4,0
J 30 44,SUPPRESS,4,0
J 30 47,SUPPRESS,2,0
J 30 48,SUPPRESS,8,0
J 30 49,RELEASE,12,35
J 30 50,RELEASE,18,57
J 30 51,RELEASE,28,70
J 30 52,RELEASE,18,53
J 30 53,SUPPRESS,9,0
J 30 54,RELEASE,14,37
J 30 55,RELEASE,83,203
J 30 56,RELEASE,44,109
J 30 57,RELEASE,27,72
J 30 58,RELEASE,14,42
J 30 59,RELEASE,17,40
J 30 60,RELEASE,14,42
J 30 61,RELEASE,20,58
J 30 62,SUPPRESS,7,0
J 30 63,RELEASE,21,55
J 30 64,RELEASE,24,69
J 30 65,RELEASE,36,85
J 30 66,RELEASE,182,467
J 30 67,SUPPRESS,5,0
J 30 68,RELEASE,420,1089
J 30 69,RELEASE,2096,4864
J 30 70,RELEASE,1102,2738
J 30 71,RELEASE,1495,3308
J 30 72,RELEASE,1558,3865
J 30 73,RELEASE,2111,5337
J 30 74,RELEASE,1554,3675
J 30 75,RELEASE,1170,3014
J 30 76,RELEASE,1637,3658
J 30 77,RELEASE,1184,2937
J 30 78,SUPPRESS,3,0
J 30 79,SUPPRESS,1,0
J 30 80,SUPPRESS,1,0
J 30 81,RELEASE,907,2664
J 30 82,RELEASE,512,1221
J 30 83,RELEASE,637,1724
J 30 84,RELEASE,259,617
J 30 85,RELEASE,29,69
J 30 86,RELEASE,21,47
J 30 87,SUPPRESS,7,0
J 30 88,RELEASE,28,79
J 30 89,RELEASE,18,37
J 30 90,SUPPRESS,12,0
J 30 91,RELEASE,17,44
J 30 92,RELEASE,17,47
J 30 93,RELEASE,26,62
J 30 94,RELEASE,18,46
J 30 95,RELEASE,12,30
J 30 96,RELEASE,17,51
J 31 13,RELEASE,18,47
J 31 14,RELEASE,189,444
J 31 15,RELEASE,322,854
J 31 16,RELEASE,16,55
J 31 17,RELEASE,18,53
J 31 18,RELEASE,36,87
J 31 19,RELEASE,26,66
J 31 20,RELEASE,20,68
J 31 21,SUPPRESS,7,0
J 31 31,SUPPRESS,7,0
J 31 32,RELEASE,16,53
J 31 33,RELEASE,24,79
J 31 34,RELEASE,10,31
J 31 35,RELEASE,16,50
J 31 36,SUPPRESS,5,0
J 31 37,SUPPRESS,9,0
J 31 38,RELEASE,31,105
J 31 39,RELEASE,12,33
J 31 40,SUPPRESS,5,0
J 31 41,SUPPRESS,5,0
J 31 43,SUPPRESS,10,0
J 31 46,SUPPRESS,1,0
J 31 47,SUPPRESS,2,0
J 31 48,SUPPRESS,9,0
J 31 49,RELEASE,22,66
J 31 50,RELEASE,27,86
J 31 51,RELEASE,25,68
J 31 52,RELEASE,23,70
J 31 53,SUPPRESS,6,0
J 31 54,RELEASE,12,40
J 31 55,RELEASE,10,32
J 31 56,RELEASE,18,53
J 31 57,RELEASE,17,46
J 31 58,RELEASE,12,34
J 31 59,RELEASE,19,53
J 31 60,RELEASE,30,98
J 31 61,RELEASE,12,33
J 31 62,SUPPRESS,17,0
J 31 63,RELEASE,22,70
J 31 64,RELEASE,19,54
J 31 65,RELEASE,67,175
J 31 66,SUPPRESS,9,0
J 31 67,RELEASE,70,172
J 31 68,RELEASE,215,570
J 31 69,RELEASE,1456,3225
J 31 70,RELEASE,692,1643
J 31 71,RELEASE,199,381
J 31 72,RELEASE,561,1192
J 31 73,RELEASE,2870,6939
J 31 74,RELEASE,2145,4687
J 31 75,RELEASE,2770,5812
J 31 76,RELEASE,2553,5740
J 31 77,RELEASE,2224,5138
J 31 78,RELEASE,395,1057
J 31 81,RELEASE,571,1454
J 31 82,RELEASE,1820,3869
J 31 83,RELEASE,1831,4077
J 31 84,RELEASE,1151,2607
J 31 85,RELEASE,65,129
J 31 86,RELEASE,23,56
J 31 87,RELEASE,27,74
J 31 88,SUPPRESS,7,0
J 31 89,RELEASE,26,70
J 31 90,RELEASE,20,65
J 31 91,RELEASE,12,36
J 31 92,RELEASE,13,31
J 31 93,RELEASE,244,527
J 31 94,RELEASE,52,175
J 31 95,RELEASE,22,48
J 31 96,RELEASE,24,71
J 31 97,SUPPRESS,2,0
J 32 14,RELEASE,16,49
J 32 15,RELEASE,136,393
J 32 16,RELEASE,10,35
J 32 17,RELEASE,26,79
J 32 18,RELEASE,28,75
J 32 19,RELEASE,18,57
J 32 20,RELEASE,21,61
J 32 21,RELEASE,12,34
J 32 32,SUPPRESS,3,0
J 32 33,RELEASE,25,77
J 32 34,SUPPRESS,10,0
J 32 35,RELEASE,22,56
J 32 36,SUPPRESS,10,0
J 32 38,RELEASE,18,51
J 32 39,SUPPRESS,9,0
J 32 40,RELEASE,20,75
J 32 41,RELEASE,12,44
J 32 42,RELEASE,10,52
J 32 45,SUPPRESS,4,0
J 32 46,SUPPRESS,4,0
J 32 47,SUPPRESS,7,0
J 32 48,SUPPRESS,9,0
J 32 49,RELEASE,17,51
J 32 50,RELEASE,15,47
J 32 51,RELEASE,18,43
J 32 52,SUPPRESS,11,0
J 32 53,SUPPRESS,7,0
J 32 54,RELEASE,18,49
J 32 55,RELEASE,14,42
J 32 56,SUPPRESS,7,0
J 32 57,RELEASE,32,83
J 32 58,RELEASE,50,147
J 32 59,RELEASE,21,53
J 32 60,RELEASE,15,51
J 32 61,RELEASE,14,32
J 32 62,RELEASE,15,50
J 32 63,RELEASE,17,56
J 32 64,RELEASE,132,310
J 32 65,RELEASE,82,216
J 32 66,RELEASE,54,151
J 32 67,RELEASE,137,311
J 32 68,RELEASE,18,60
J 32 69,RELEASE,354,875
J 32 70,RELEASE,967,2451
J 32 71,RELEASE,1746,3852
J 32 72,RELEASE,3889,8488
J 32 73,RELEASE,2250,4772
J 32 74,RELEASE,2925,6304
J 32 75,RELEASE,2758,5871
J 32 76,RELEASE,2622,6405
J 32 77,RELEASE,1339,3313
J 32 78,RELEASE,805,2082
J 32 80,RELEASE,39,116
J 32 81,RELEASE,876,2108
J 32 82,RELEASE,1238,3142
J 32 83,RELEASE,1254,3057
J 32 84,RELEASE,1502,3508
J 32 85,RELEASE,102,205
J 32 86,RELEASE,13,36
J 32 87,SUPPRESS,7,0
J 32 88,RELEASE,15,40
J 32 89,RELEASE,29,77
J 32 90,SUPPRESS,3,0
J 32 91,RELEASE,15,42
J 32 92,RELEASE,25,75
J 32 93,RELEASE,168,457
J 32 94,SUPPRESS,8,0
J 32 95,RELEASE,18,48
J 32 96,RELEASE,36,100
J 32 97,RELEASE,13,33
J 32 98,SUPPRESS,3,0
J 33 14,RELEASE,17,35
J 33 15,RELEASE,26,60
J 33 16,RELEASE,80,244
J 33 17,RELEASE,17,61
J 33 18,RELEASE,19,54
J 33 19,RELEASE,22,68
J 33 20,RELEASE,20,71
J 33 21,SUPPRESS,11,0
